subject,date,crossing number,run,limb_undom,limb,human_hit,human_miss,human_step
MC87,1/11/19,2,L1,Back Left,Nondominant Back,4,0,4
MC87,1/11/19,3,R2,Front Right,Dominant Front,5,0,5
MC87,1/11/19,3,R2,Front Left,Nondominant Front,5,0,5
MC87,1/11/19,3,R2,Back Right,Dominant Back,4,0,4
MC87,1/11/19,3,R2,Back Left,Nondominant Back,5,0,5
MC87,1/11/19,4,L2,Front Right,Dominant Front,5,0,5
MC87,1/11/19,4,L2,Front Left,Nondominant Front,5,1,6
MC87,1/11/19,4,L2,Back Right,Dominant Back,3,0,3
MC87,1/11/19,4,L2,Back Left,Nondominant Back,4,0,4
MC87,1/11/19,5,R3,Front Right,Dominant Front,5,0,5
MC87,1/11/19,5,R3,Front Left,Nondominant Front,7,1,8
MC87,1/11/19,5,R3,Back Right,Dominant Back,3,1,4
MC87,1/11/19,5,R3,Back Left,Nondominant Back,4,0,4
MC87,1/11/19,6,L3,Front Right,Dominant Front,3,2,5
MC87,1/11/19,6,L3,Front Left,Nondominant Front,7,2,9
MC87,1/11/19,6,L3,Back Right,Dominant Back,4,1,5
MC87,1/11/19,6,L3,Back Left,Nondominant Back,4,2,6
MC87,1/11/19,7,R4,Front Right,Dominant Front,3,2,5
MC87,1/11/19,7,R4,Front Left,Nondominant Front,8,0,8
MC87,1/11/19,7,R4,Back Right,Dominant Back,4,1,5
MC87,1/11/19,7,R4,Back Left,Nondominant Back,4,0,4
MC87,1/11/19,8,L4,Front Right,Dominant Front,5,0,5
MC87,1/11/19,8,L4,Front Left,Nondominant Front,9,0,9
MC87,1/11/19,8,L4,Back Right,Dominant Back,5,0,5
MC87,1/11/19,8,L4,Back Left,Nondominant Back,3,1,4
MC78,3/21/19,1,R1,Front Right,Dominant Front,3,1,4
MC78,3/21/19,1,R1,Front Left,Nondominant Front,5,0,5
MC78,3/21/19,1,R1,Back Right,Dominant Back,4,0,4
MC78,3/21/19,1,R1,Back Left,Nondominant Back,3,0,3
MC78,3/21/19,2,L1,Front Right,Dominant Front,4,0,4
MC78,3/21/19,2,L1,Front Left,Nondominant Front,3,0,3
MC78,3/21/19,2,L1,Back Right,Dominant Back,3,0,3
MC78,3/21/19,2,L1,Back Left,Nondominant Back,4,0,4
MC78,3/21/19,3,R2,Front Right,Dominant Front,4,0,4
MC78,3/21/19,3,R2,Front Left,Nondominant Front,3,0,3
MC78,3/21/19,3,R2,Back Right,Dominant Back,3,0,3
MC78,3/21/19,3,R2,Back Left,Nondominant Back,4,0,4
MC78,3/21/19,4,L2,Front Right,Dominant Front,4,0,4
MC78,3/21/19,4,L2,Front Left,Nondominant Front,4,0,4
MC78,3/21/19,4,L2,Back Right,Dominant Back,3,0,3
MC78,3/21/19,4,L2,Back Left,Nondominant Back,3,0,3
MC78,3/21/19,5,R3,Front Right,Dominant Front,3,1,4
MC78,3/21/19,5,R3,Front Left,Nondominant Front,3,1,4
MC78,3/21/19,5,R3,Back Right,Dominant Back,4,0,4
MC78,3/21/19,5,R3,Back Left,Nondominant Back,4,0,4
MC78,3/21/19,6,L3,Front Right,Dominant Front,4,0,4
MC78,3/21/19,6,L3,Front Left,Nondominant Front,3,0,3
MC78,3/21/19,6,L3,Back Right,Dominant Back,3,0,3
MC78,3/21/19,6,L3,Back Left,Nondominant Back,4,0,4
MC78,3/21/19,7,R4,Front Right,Dominant Front,4,0,4
MC78,3/21/19,7,R4,Front Left,Nondominant Front,3,0,3
MC78,3/21/19,7,R4,Back Right,Dominant Back,4,0,4
MC78,3/21/19,7,R4,Back Left,Nondominant Back,4,0,4
MC78,3/21/19,8,L4,Front Right,Dominant Front,3,1,4
MC78,3/21/19,8,L4,Front Left,Nondominant Front,3,0,3
MC78,3/21/19,8,L4,Back Right,Dominant Back,4,0,4
MC78,3/21/19,8,L4,Back Left,Nondominant Back,4,0,4
MC78,3/26/19,1,R1,Front Right,Dominant Front,6,0,6
MC78,3/26/19,1,R1,Front Left,Nondominant Front,5,0,5
MC78,3/26/19,1,R1,Back Right,Dominant Back,3,0,3
MC78,3/26/19,1,R1,Back Left,Nondominant Back,4,0,4
MC78,3/26/19,2,L1,Front Right,Dominant Front,4,0,4
MC78,3/26/19,2,L1,Front Left,Nondominant Front,4,0,4
MC78,3/26/19,2,L1,Back Right,Dominant Back,4,0,4
MC78,3/26/19,2,L1,Back Left,Nondominant Back,4,0,4
MC78,3/26/19,3,R2,Front Right,Dominant Front,4,1,5
MC78,3/26/19,3,R2,Front Left,Nondominant Front,3,0,3
MC78,3/26/19,3,R2,Back Right,Dominant Back,4,0,4
MC78,3/26/19,3,R2,Back Left,Nondominant Back,4,0,4
MC78,3/26/19,4,L2,Front Right,Dominant Front,4,0,4
MC78,3/26/19,4,L2,Front Left,Nondominant Front,3,0,3
MC78,3/26/19,4,L2,Back Right,Dominant Back,3,0,3
MC78,3/26/19,4,L2,Back Left,Nondominant Back,4,0,4
MC78,3/26/19,5,R3,Front Right,Dominant Front,4,0,4
MC78,3/26/19,5,R3,Front Left,Nondominant Front,3,0,3
MC78,3/26/19,5,R3,Back Right,Dominant Back,3,0,3
MC78,3/26/19,5,R3,Back Left,Nondominant Back,4,0,4
MC78,3/26/19,6,L3,Front Right,Dominant Front,3,0,3
MC78,3/26/19,6,L3,Front Left,Nondominant Front,3,0,3
MC78,3/26/19,6,L3,Back Right,Dominant Back,3,0,3
MC78,3/26/19,6,L3,Back Left,Nondominant Back,3,0,3
MC78,3/26/19,7,R4,Front Right,Dominant Front,5,0,5
MC78,3/26/19,7,R4,Front Left,Nondominant Front,4,0,4
MC78,3/26/19,7,R4,Back Right,Dominant Back,4,0,4
MC78,3/26/19,7,R4,Back Left,Nondominant Back,4,0,4
MC78,3/26/19,8,L4,Front Right,Dominant Front,3,0,3
MC78,3/26/19,8,L4,Front Left,Nondominant Front,2,2,4
MC78,3/26/19,8,L4,Back Right,Dominant Back,3,0,3
MC78,3/26/19,8,L4,Back Left,Nondominant Back,4,0,4
MC78,3/28/19,1,R1,Front Right,Dominant Front,3,0,3
MC78,3/28/19,1,R1,Front Left,Nondominant Front,4,0,4
MC78,3/28/19,1,R1,Back Right,Dominant Back,4,0,4
MC78,3/28/19,1,R1,Back Left,Nondominant Back,3,0,3
MC78,3/28/19,2,L1,Front Right,Dominant Front,3,0,3
MC78,3/28/19,2,L1,Front Left,Nondominant Front,4,0,4
MC78,3/28/19,2,L1,Back Right,Dominant Back,4,0,4
MC78,3/28/19,2,L1,Back Left,Nondominant Back,3,0,3
MC78,3/28/19,3,R2,Front Right,Dominant Front,2,1,3
MC78,3/28/19,3,R2,Front Left,Nondominant Front,4,0,4
MC78,3/28/19,3,R2,Back Right,Dominant Back,4,0,4
MC78,3/28/19,3,R2,Back Left,Nondominant Back,3,0,3
MC78,3/28/19,4,L2,Front Right,Dominant Front,3,0,3
MC78,3/28/19,4,L2,Front Left,Nondominant Front,3,0,3
MC78,3/28/19,4,L2,Back Right,Dominant Back,3,0,3
MC78,3/28/19,4,L2,Back Left,Nondominant Back,3,0,3
MC78,3/28/19,5,R3,Front Right,Dominant Front,4,0,4
MC78,3/28/19,5,R3,Front Left,Nondominant Front,4,0,4
MC78,3/28/19,5,R3,Back Right,Dominant Back,4,0,4
MC78,3/28/19,5,R3,Back Left,Nondominant Back,4,0,4
MC78,3/28/19,6,L3,Front Right,Dominant Front,4,0,4
MC78,3/28/19,6,L3,Front Left,Nondominant Front,4,1,5
MC78,3/28/19,6,L3,Back Right,Dominant Back,3,0,3
MC78,3/28/19,6,L3,Back Left,Nondominant Back,4,0,4
MC78,3/28/19,7,R4,Front Right,Dominant Front,3,0,3
MC78,3/28/19,7,R4,Front Left,Nondominant Front,3,0,3
MC78,3/28/19,7,R4,Back Right,Dominant Back,4,0,4
MC78,3/28/19,7,R4,Back Left,Nondominant Back,3,0,3
MC78,3/28/19,8,L4,Front Right,Dominant Front,3,0,3
MC78,3/28/19,8,L4,Front Left,Nondominant Front,4,0,4
MC78,3/28/19,8,L4,Back Right,Dominant Back,3,0,3
MC78,3/28/19,8,L4,Back Left,Nondominant Back,3,0,3
MC78,4/22/19,1,R1,Front Right,Dominant Front,4,0,4
MC78,4/22/19,1,R1,Front Left,Nondominant Front,5,0,5
MC78,4/22/19,1,R1,Back Right,Dominant Back,3,0,3
MC78,4/22/19,1,R1,Back Left,Nondominant Back,4,0,4
MC78,4/22/19,2,L1,Front Right,Dominant Front,2,2,4
MC78,4/22/19,2,L1,Front Left,Nondominant Front,7,0,7
MC78,4/22/19,2,L1,Back Right,Dominant Back,3,0,3
MC78,4/22/19,2,L1,Back Left,Nondominant Back,4,0,4
MC78,4/22/19,3,R2,Front Right,Dominant Front,4,0,4
MC78,4/22/19,3,R2,Front Left,Nondominant Front,8,0,8
MC78,4/22/19,3,R2,Back Right,Dominant Back,4,1,5
MC78,4/22/19,3,R2,Back Left,Nondominant Back,4,0,4
MC78,4/22/19,4,L2,Front Right,Dominant Front,3,0,3
MC78,4/22/19,4,L2,Front Left,Nondominant Front,7,0,7
MC78,4/22/19,4,L2,Back Right,Dominant Back,4,0,4
MC78,4/22/19,4,L2,Back Left,Nondominant Back,3,0,3
MC78,4/22/19,5,R3,Front Right,Dominant Front,3,1,4
MC78,4/22/19,5,R3,Front Left,Nondominant Front,7,0,7
MC78,4/22/19,5,R3,Back Right,Dominant Back,3,1,4
MC78,4/22/19,5,R3,Back Left,Nondominant Back,4,0,4
MC78,4/22/19,6,L3,Front Right,Dominant Front,2,2,4
MC78,4/22/19,6,L3,Front Left,Nondominant Front,9,0,9
MC78,4/22/19,6,L3,Back Right,Dominant Back,2,2,4
MC78,4/22/19,6,L3,Back Left,Nondominant Back,2,1,3
MC78,4/22/19,7,R4,Front Right,Dominant Front,4,0,4
MC78,4/22/19,7,R4,Front Left,Nondominant Front,5,0,5
MC78,4/22/19,7,R4,Back Right,Dominant Back,5,0,5
MC78,4/22/19,7,R4,Back Left,Nondominant Back,4,0,4
MC78,4/22/19,8,L4,Front Right,Dominant Front,4,0,4
MC78,4/22/19,8,L4,Front Left,Nondominant Front,7,0,7
MC78,4/22/19,8,L4,Back Right,Dominant Back,4,0,4
MC78,4/22/19,8,L4,Back Left,Nondominant Back,4,0,4
MC78,4/23/19,1,R1,Front Right,Dominant Front,5,0,5
MC78,4/23/19,1,R1,Front Left,Nondominant Front,5,0,5
MC78,4/23/19,1,R1,Back Right,Dominant Back,4,0,4
MC78,4/23/19,1,R1,Back Left,Nondominant Back,4,0,4
MC78,4/23/19,2,L1,Front Right,Dominant Front,4,0,4
MC78,4/23/19,2,L1,Front Left,Nondominant Front,7,1,8
MC78,4/23/19,2,L1,Back Right,Dominant Back,3,0,3
MC78,4/23/19,2,L1,Back Left,Nondominant Back,5,0,5
MC78,4/23/19,3,R2,Front Right,Dominant Front,3,1,4
MC78,4/23/19,3,R2,Front Left,Nondominant Front,4,1,5
MC78,4/23/19,3,R2,Back Right,Dominant Back,4,0,4
MC78,4/23/19,3,R2,Back Left,Nondominant Back,3,0,3
MC78,4/23/19,4,L2,Front Right,Dominant Front,2,1,3
MC78,4/23/19,4,L2,Front Left,Nondominant Front,8,0,8
MC78,4/23/19,4,L2,Back Right,Dominant Back,3,1,4
MC78,4/23/19,4,L2,Back Left,Nondominant Back,3,0,3
MC78,4/23/19,5,R3,Front Right,Dominant Front,7,1,8
MC78,4/23/19,5,R3,Front Left,Nondominant Front,5,0,5
MC78,4/23/19,5,R3,Back Right,Dominant Back,1,2,3
MC78,4/23/19,5,R3,Back Left,Nondominant Back,3,0,3
MC78,4/23/19,6,L3,Front Right,Dominant Front,4,1,5
MC78,4/23/19,6,L3,Front Left,Nondominant Front,6,1,7
MC78,4/23/19,6,L3,Back Right,Dominant Back,3,1,4
MC78,4/23/19,6,L3,Back Left,Nondominant Back,4,0,4
MC78,4/23/19,7,R4,Front Right,Dominant Front,4,1,5
MC78,4/23/19,7,R4,Front Left,Nondominant Front,6,0,6
MC78,4/23/19,7,R4,Back Right,Dominant Back,4,0,4
MC78,4/23/19,7,R4,Back Left,Nondominant Back,4,0,4
MC78,4/23/19,8,L4,Front Right,Dominant Front,4,1,5
MC78,4/23/19,8,L4,Front Left,Nondominant Front,7,0,7
MC78,4/23/19,8,L4,Back Right,Dominant Back,4,0,4
MC78,4/23/19,8,L4,Back Left,Nondominant Back,4,0,4
MC78,4/25/19,1,R1,Front Right,Dominant Front,3,2,5
MC78,4/25/19,1,R1,Front Left,Nondominant Front,6,0,6
MC78,4/25/19,1,R1,Back Right,Dominant Back,3,1,4
MC78,4/25/19,1,R1,Back Left,Nondominant Back,4,0,4
MC78,4/25/19,2,L1,Front Right,Dominant Front,2,3,5
MC78,4/25/19,2,L1,Front Left,Nondominant Front,8,0,8
MC78,4/25/19,2,L1,Back Right,Dominant Back,4,1,5
MC78,4/25/19,2,L1,Back Left,Nondominant Back,3,0,3
MC78,4/25/19,3,R2,Front Right,Dominant Front,3,1,4
MC78,4/25/19,3,R2,Front Left,Nondominant Front,5,0,5
MC78,4/25/19,3,R2,Back Right,Dominant Back,4,0,4
MC78,4/25/19,3,R2,Back Left,Nondominant Back,3,0,3
MC78,4/25/19,4,L2,Front Right,Dominant Front,3,0,3
MC78,4/25/19,4,L2,Front Left,Nondominant Front,6,0,6
MC78,4/25/19,4,L2,Back Right,Dominant Back,4,1,5
MC78,4/25/19,4,L2,Back Left,Nondominant Back,3,0,3
MC78,4/25/19,5,R3,Front Right,Dominant Front,5,0,5
MC78,4/25/19,5,R3,Front Left,Nondominant Front,5,0,5
MC78,4/25/19,5,R3,Back Right,Dominant Back,3,0,3
MC78,4/25/19,5,R3,Back Left,Nondominant Back,4,0,4
MC78,4/25/19,6,L3,Front Right,Dominant Front,5,0,5
MC78,4/25/19,6,L3,Front Left,Nondominant Front,7,0,7
MC78,4/25/19,6,L3,Back Right,Dominant Back,4,0,4
MC78,4/25/19,6,L3,Back Left,Nondominant Back,5,0,5
MC78,4/25/19,7,R4,Front Right,Dominant Front,3,1,4
MC78,4/25/19,7,R4,Front Left,Nondominant Front,5,0,5
MC78,4/25/19,7,R4,Back Right,Dominant Back,4,0,4
MC78,4/25/19,7,R4,Back Left,Nondominant Back,4,0,4
MC78,4/25/19,8,L4,Front Right,Dominant Front,3,0,3
MC78,4/25/19,8,L4,Front Left,Nondominant Front,7,0,7
MC78,4/25/19,8,L4,Back Right,Dominant Back,3,0,3
MC78,4/25/19,8,L4,Back Left,Nondominant Back,3,0,3
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,